Date,Daily New Connecting Account,Daily Peak Concurrent User,Daily Unique Visitor,Daily Unique Purchaser,Daily Revenue (USD),ARPPU (USD),ARPU (USD),Daily Revenue (BRL),Exchange Rate
"Wednesday, February 28, 2018",336,10242,3285,61,3700.13,60.66,1.13,12001,3.2434
"Tuesday, February 27, 2018",317,9388,3556,61,3732.24,61.18,1.05,12085,3.238
"Monday, February 26, 2018",302,9978,3600,56,2852.46,50.94,0.79,9228,3.2351
"Sunday, February 25, 2018",340,10499,3692,59,2490.05,42.2,0.67,8073,3.2421
"Saturday, February 24, 2018",369,10249,3564,62,4160.57,67.11,1.17,13489,3.2421
"Friday, February 23, 2018",325,10069,3553,40,3212.12,80.3,0.9,10414,3.2421
"Thursday, February 22, 2018",344,9987,3606,60,3585.69,59.76,0.99,11727,3.2705
"Wednesday, February 21, 2018",300,9489,3577,42,3169.81,75.47,0.89,10319,3.2554
"Tuesday, February 20, 2018",408,10727,4028,59,3911.16,66.29,0.97,12714,3.2507
"Monday, February 19, 2018",408,10425,4128,71,4590.52,64.66,1.11,14843,3.2334
"Sunday, February 18, 2018",425,10862,4150,89,3244.19,36.45,0.78,10493,3.2344
"Saturday, February 17, 2018",461,10905,4119,90,4931.98,54.8,1.2,15952,3.2344
"Friday, February 16, 2018",448,10665,4107,72,5067.71,70.38,1.23,16391,3.2344
"Thursday, February 15, 2018",473,10589,4284,61,6866.64,112.57,1.6,22125,3.2221
"Wednesday, February 14, 2018",430,10914,4210,88,4161.61,47.29,0.99,13658,3.2819
"Tuesday, February 13, 2018",453,11289,4275,88,3815.93,43.36,0.89,12575,3.2954
"Monday, February 12, 2018",355,10632,4154,66,4128.11,62.55,0.99,13605,3.2957
"Sunday, February 11, 2018",385,10198,3996,88,3678.75,41.8,0.92,12063,3.2791
"Saturday, February 10, 2018",455,10548,3921,78,4584.18,58.77,1.17,15032,3.2791
"Friday, February 09, 2018",488,11045,3944,76,6466.41,85.08,1.64,21204,3.2791
"Thursday, February 08, 2018",464,10724,3711,67,6388.98,95.36,1.72,20876,3.2675
"Wednesday, February 07, 2018",478,10704,3545,71,6069.53,85.49,1.71,19712,3.2477
"Tuesday, February 06, 2018",471,10793,3712,82,7764.17,94.69,2.09,25430,3.2753
"Monday, February 05, 2018",327,10738,3801,86,3413.02,39.69,0.9,11022,3.2294
"Sunday, February 04, 2018",343,11333,3606,73,3450.26,47.26,0.96,11046,3.2015
"Saturday, February 03, 2018",417,11700,3433,94,4131.5,43.95,1.2,13227,3.2015
"Friday, February 02, 2018",430,11883,3428,60,6291.11,104.85,1.84,20141,3.2015
"Thursday, February 01, 2018",417,11431,3657,104,7168.55,68.93,1.96,22720,3.1694
"Wednesday, January 31, 2018",280,9560,3388,59,2777.58,47.08,0.82,8778,3.1603
"Tuesday, January 30, 2018",315,10124,3603,87,5431.32,62.43,1.51,17176,3.1624
"Monday, January 29, 2018",281,10692,3860,65,3315.34,51.01,0.86,10501,3.1674
"Sunday, January 28, 2018",295,10208,3585,78,2090.85,26.81,0.58,6582,3.148
"Saturday, January 27, 2018",324,10243,3570,59,3613.72,61.25,1.01,11376,3.148
"Friday, January 26, 2018",294,11031,3692,79,3736.98,47.3,1.01,11764,3.148
"Thursday, January 25, 2018",334,10111,3731,66,4023.5,60.96,1.08,12668,3.1485
"Wednesday, January 24, 2018",322,9808,3632,59,4084.19,69.22,1.12,13040,3.1928
"Tuesday, January 23, 2018",356,10357,3701,65,4877.83,75.04,1.32,15711,3.2209
"Monday, January 22, 2018",273,10307,3854,55,2882.6,52.41,0.75,9205,3.1933
"Sunday, January 21, 2018",359,10379,3930,67,3598.73,53.71,0.92,11544,3.2078
"Saturday, January 20, 2018",341,10167,3814,64,2960.28,46.25,0.78,9496,3.2078
"Friday, January 19, 2018",373,10207,4086,69,3979.05,57.67,0.97,12764,3.2078
"Thursday, January 18, 2018",401,10326,4197,55,5147.49,93.59,1.23,16543,3.2138
"Wednesday, January 17, 2018",331,10512,4338,62,3260.11,52.58,0.75,10552,3.2367
"Tuesday, January 16, 2018",386,10574,4409,65,3744.59,57.61,0.85,12034,3.2137
"Monday, January 15, 2018",379,10529,4476,53,3474.03,65.55,0.78,11103,3.196
"Sunday, January 14, 2018",377,10417,4246,67,2687.93,40.12,0.63,8628,3.2099
"Saturday, January 13, 2018",415,10341,4112,63,5378.98,85.38,1.31,17266,3.2099
"Friday, January 12, 2018",392,10253,4208,49,4104.8,83.77,0.98,13176,3.2099
"Thursday, January 11, 2018",375,10789,4441,86,4978.66,57.89,1.12,16099,3.2336
"Wednesday, January 10, 2018",335,9383,4303,64,3345.24,52.27,0.78,10866,3.2482
"Tuesday, January 09, 2018",403,10787,4537,72,6139.02,85.26,1.35,19845,3.2326
"Monday, January 08, 2018",336,10912,4619,74,2941.99,39.76,0.64,9540,3.2427
"Sunday, January 07, 2018",315,10909,4430,79,2551.04,32.29,0.58,8272,3.2426
"Saturday, January 06, 2018",362,10681,4044,68,3959.79,58.23,0.98,12840,3.2426
"Friday, January 05, 2018",351,10754,4525,55,4281.75,77.85,0.95,13884,3.2426
"Thursday, January 04, 2018",376,11045,4621,79,4350.27,55.07,0.94,14084,3.2375
"Wednesday, January 03, 2018",407,10879,4641,87,5862.29,67.38,1.26,19131,3.2634
"Tuesday, January 02, 2018",335,10895,4689,75,3852.12,51.36,0.82,12613,3.2743
"Monday, January 01, 2018",290,9593,4246,64,2847.53,44.49,0.67,9433,3.3127
"Sunday, December 31, 2017",316,9553,4176,71,2531.77,35.66,0.61,8387,3.3127
"Saturday, December 30, 2017",359,10693,4428,90,3437.38,38.19,0.78,11387,3.3127
"Friday, December 29, 2017",435,10793,4421,69,4111.45,59.59,0.93,13620,3.3127
"Thursday, December 28, 2017",586,10934,4680,116,7415.62,63.93,1.58,24542,3.3095
"Wednesday, December 27, 2017",65,9478,4528,8,1575.63,196.95,0.35,5192,3.2952
"Tuesday, December 26, 2017",380,11008,4809,80,3972.23,49.65,0.83,13187,3.3198
"Monday, December 25, 2017",351,10010,4407,76,2782.1,36.61,0.63,9236,3.3198
"Sunday, December 24, 2017",373,10001,4344,58,3485.45,60.09,0.8,11571,3.3198
"Saturday, December 23, 2017",430,10581,4440,84,3516.78,41.87,0.79,11675,3.3198
"Friday, December 22, 2017",483,10721,4480,68,4752.09,69.88,1.06,15776,3.3198
"Thursday, December 21, 2017",477,11049,4525,74,5394.2,72.89,1.19,17837,3.3067
"Wednesday, December 20, 2017",453,10934,4593,76,4563.04,60.04,0.99,15006,3.2886
"Tuesday, December 19, 2017",457,11057,4546,76,4496.5,59.16,0.99,14780,3.287
"Monday, December 18, 2017",373,11249,4584,78,2745.82,35.2,0.6,9017,3.2839
"Sunday, December 17, 2017",428,10786,4002,73,3180.02,43.56,0.79,10551,3.3179
"Saturday, December 16, 2017",467,10975,4171,73,5116.49,70.09,1.23,16976,3.3179
"Friday, December 15, 2017",424,11277,4256,78,4398.57,56.39,1.03,14594,3.3179
"Thursday, December 14, 2017",430,11245,4581,262,5257.1,20.07,1.15,17544,3.3372
"Wednesday, December 13, 2017",434,9475,3605,69,4809.97,69.71,1.33,15946,3.3152
"Tuesday, December 12, 2017",382,10115,3717,73,4995.48,68.43,1.34,16580,3.319
"Monday, December 11, 2017",307,9925,3617,80,3141.69,39.27,0.87,10295,3.2769
"Sunday, December 10, 2017",314,10028,3425,75,3389.85,45.2,0.99,11096,3.2733
"Saturday, December 09, 2017",334,9848,3375,70,4020.71,57.44,1.19,13161,3.2733
"Friday, December 08, 2017",355,10072,3691,89,5225.0,58.71,1.42,17103,3.2733
"Thursday, December 07, 2017",354,10056,3597,76,5163.47,67.94,1.44,17009,3.2941
"Wednesday, December 06, 2017",340,10388,3547,58,5166.77,89.08,1.46,16699,3.232
"Tuesday, December 05, 2017",402,10199,3593,70,6086.3,86.95,1.69,19621,3.2238
"Monday, December 04, 2017",297,10270,3791,76,3536.63,46.53,0.93,11493,3.2497
"Sunday, December 03, 2017",318,10520,4071,93,2868.73,30.85,0.7,9371,3.2666
"Saturday, December 02, 2017",348,10304,4011,80,4060.8,50.76,1.01,13265,3.2666
"Friday, December 01, 2017",290,10213,3928,66,4194.58,63.55,1.07,13702,3.2666
"Thursday, November 30, 2017",289,10161,4053,53,4167.13,78.63,1.03,13599,3.2634
"Wednesday, November 29, 2017",275,9925,4056,68,3076.76,45.25,0.76,9869,3.2076
"Tuesday, November 28, 2017",395,10196,4225,51,4995.96,97.96,1.18,16090,3.2206
"Monday, November 27, 2017",343,10427,4299,69,5566.54,80.67,1.29,17961,3.2266
"Sunday, November 26, 2017",352,10475,4273,81,2797.24,34.53,0.65,9039,3.2314
"Saturday, November 25, 2017",371,10580,4111,73,4126.38,56.53,1.0,13334,3.2314
"Friday, November 24, 2017",429,10132,4094,61,5551.15,91.0,1.36,17938,3.2314
"Thursday, November 23, 2017",443,10332,4363,60,6246.57,104.11,1.43,20247,3.2413
"Wednesday, November 22, 2017",491,10588,4395,82,5977.97,72.9,1.36,19481,3.2588
"Tuesday, November 21, 2017",430,10320,3716,65,6458.21,99.36,1.74,21057,3.2605
"Monday, November 20, 2017",384,10186,4023,91,4403.56,48.39,1.09,14349,3.2585
"Sunday, November 19, 2017",348,9883,3788,94,4991.91,53.11,1.32,16361,3.2775
"Saturday, November 18, 2017",380,10098,3724,89,4570.25,51.35,1.23,14979,3.2775
"Friday, November 17, 2017",350,9641,3523,67,4678.57,69.83,1.33,15334,3.2775
"Thursday, November 16, 2017",286,9652,3807,55,3564.3,64.81,0.94,11682,3.2775
"Wednesday, November 15, 2017",400,9813,3783,71,5147.04,72.49,1.36,16732,3.2508
"Tuesday, November 14, 2017",307,9680,3851,58,4631.98,79.86,1.2,15179,3.277
"Monday, November 13, 2017",275,9840,4045,59,3249.27,55.07,0.8,10694,3.2912
"Sunday, November 12, 2017",304,9961,3971,76,3392.7,44.64,0.85,11087,3.2679
"Saturday, November 11, 2017",338,10034,3912,73,4288.69,58.75,1.1,14015,3.2679
"Friday, November 10, 2017",311,9725,3830,73,3892.71,53.32,1.02,12721,3.2679
"Thursday, November 09, 2017",337,9748,3960,62,4405.43,71.06,1.11,14304,3.2469
"Wednesday, November 08, 2017",337,9731,3944,68,6739.5,99.11,1.71,21900,3.2495
"Tuesday, November 07, 2017",311,9932,4064,59,5449.38,92.36,1.34,17826,3.2712
"Monday, November 06, 2017",254,10013,4089,42,2143.18,51.03,0.52,7059,3.2937
"Sunday, November 05, 2017",284,10228,4118,74,2652.03,35.84,0.64,8648,3.2609
"Saturday, November 04, 2017",358,10281,3948,71,3457.02,48.69,0.88,11273,3.2609
"Friday, November 03, 2017",288,10144,3935,82,3560.98,43.43,0.9,11612,3.2609
"Thursday, November 02, 2017",404,10777,4233,81,5862.21,72.37,1.38,19153,3.2672
"Wednesday, November 01, 2017",292,9778,3958,65,3694.53,56.84,0.93,12138,3.2854
"Tuesday, October 31, 2017",353,10090,4145,68,4794.2,70.5,1.16,15678,3.2702
"Monday, October 30, 2017",308,10311,4203,61,3222.41,52.83,0.77,10487,3.2544
"Sunday, October 29, 2017",313,10388,4181,74,3559.83,48.11,0.85,11746,3.2996
"Saturday, October 28, 2017",378,10327,4133,79,3605.89,45.64,0.87,11898,3.2996
"Friday, October 27, 2017",334,10223,4020,55,3963.51,72.06,0.99,13078,3.2996
"Thursday, October 26, 2017",349,10355,4219,55,4360.9,79.29,1.03,14111,3.2358
"Wednesday, October 25, 2017",366,10404,4282,77,4375.12,56.82,1.02,14157,3.2358
"Tuesday, October 24, 2017",370,10384,4312,75,4745.89,63.28,1.1,15343,3.2329
"Monday, October 23, 2017",319,10458,4350,64,3157.57,49.34,0.73,10084,3.1936
"Sunday, October 22, 2017",370,10754,4218,87,3631.52,41.74,0.86,11529,3.1747
"Saturday, October 21, 2017",399,10589,4102,84,5003.94,59.57,1.22,15886,3.1747
"Friday, October 20, 2017",350,10312,4114,57,5471.7,95.99,1.33,17371,3.1747
"Thursday, October 19, 2017",459,10362,4233,59,5402.96,91.58,1.28,17149,3.174
"Wednesday, October 18, 2017",299,9756,3950,58,3422.51,59.01,0.87,10836,3.1661
"Tuesday, October 17, 2017",325,10467,3679,76,4724.27,62.16,1.28,15009,3.177
"Monday, October 16, 2017",319,10278,3832,59,3170.28,53.73,0.83,10020,3.1606
"Sunday, October 15, 2017",274,10119,3757,71,2742.78,38.63,0.73,8713,3.1767
"Saturday, October 14, 2017",313,10138,3505,75,5251.68,70.02,1.5,16683,3.1767
"Friday, October 13, 2017",306,10293,3708,72,3554.32,49.37,0.96,11291,3.1767
"Thursday, October 12, 2017",425,10593,3705,90,5240.72,58.23,1.41,16644,3.1759
"Wednesday, October 11, 2017",314,10199,3513,60,4666.06,77.77,1.33,14797,3.1712
"Tuesday, October 10, 2017",330,9953,3589,59,5227.56,88.6,1.46,16563,3.1684
"Monday, October 09, 2017",263,9993,3677,60,2940.93,49.02,0.8,9306,3.1643
"Sunday, October 08, 2017",247,9900,3652,95,1986.71,20.91,0.54,6279,3.1605
"Saturday, October 07, 2017",389,10439,3571,75,4968.2,66.24,1.39,15702,3.1605
"Friday, October 06, 2017",306,10257,3339,76,4140.8,54.48,1.24,13087,3.1605
"Thursday, October 05, 2017",286,10199,3660,53,3902.67,73.64,1.07,12222,3.1317
"Wednesday, October 04, 2017",239,9377,3448,59,2841.05,48.15,0.82,8901,3.133
"Tuesday, October 03, 2017",335,10188,3630,55,4707.22,85.59,1.3,14856,3.156
"Monday, October 02, 2017",285,10277,3664,66,2691.96,40.79,0.73,8544,3.1739
"Sunday, October 01, 2017",337,10522,3580,75,4332.77,57.77,1.21,13812,3.1878
"Saturday, September 30, 2017",337,10489,3550,89,4266.58,47.94,1.2,13601,3.1878
"Friday, September 29, 2017",315,10324,3493,73,3827.72,52.43,1.1,12202,3.1878
"Thursday, September 28, 2017",279,10204,3587,56,4273.37,76.31,1.19,13600,3.1825
"Wednesday, September 27, 2017",290,10171,3529,76,3840.59,50.53,1.09,12220,3.1818
"Tuesday, September 26, 2017",276,10458,3552,53,3516.94,66.36,0.99,11129,3.1644
"Monday, September 25, 2017",323,10681,3699,68,3908.97,57.48,1.06,12230,3.1287
"Sunday, September 24, 2017",317,11596,3677,95,2999.55,31.57,0.82,9394,3.1318
"Saturday, September 23, 2017",423,11512,3472,80,5462.35,68.28,1.57,17107,3.1318
"Friday, September 22, 2017",372,11328,3530,71,4931.03,69.45,1.4,15443,3.1318
"Thursday, September 21, 2017",371,11011,3596,48,5015.3,104.49,1.39,15736,3.1376
"Wednesday, September 20, 2017",269,9878,3301,36,4138.92,114.97,1.25,12954,3.1298
"Tuesday, September 19, 2017",327,10527,3673,63,4996.8,79.31,1.36,15622,3.1264
"Monday, September 18, 2017",283,10587,3790,88,3655.98,41.55,0.96,11384,3.1138
"Sunday, September 17, 2017",389,11479,3745,93,3396.42,36.52,0.91,10606,3.1227
"Saturday, September 16, 2017",481,11727,3586,92,6483.81,70.48,1.81,20247,3.1227
"Friday, September 15, 2017",432,11862,3589,78,6642.65,85.16,1.85,20743,3.1227
"Thursday, September 14, 2017",402,11428,3640,78,6414.91,82.24,1.76,20130,3.138
"Wednesday, September 13, 2017",427,11467,3720,67,7314.99,109.18,1.97,22912,3.1322
"Tuesday, September 12, 2017",390,11728,3758,65,5147.08,79.19,1.37,16010,3.1105
"Monday, September 11, 2017",402,12293,3908,73,5314.19,72.8,1.36,16415,3.0889
"Sunday, September 10, 2017",344,12232,3721,94,3095.3,32.93,0.83,9562,3.0892
"Saturday, September 09, 2017",413,11730,3779,85,5641.27,66.37,1.49,17427,3.0892
"Friday, September 08, 2017",394,12286,3806,90,4918.43,54.65,1.29,15194,3.0892
"Thursday, September 07, 2017",429,11578,3700,75,5645.37,75.27,1.53,17495,3.099
"Wednesday, September 06, 2017",322,10511,3476,59,4533.13,76.83,1.3,14113,3.1133
"Tuesday, September 05, 2017",339,11604,3852,75,5328.93,71.05,1.38,16614,3.1177
"Monday, September 04, 2017",314,12167,4140,80,4189.76,52.37,1.01,13155,3.1398
"Sunday, September 03, 2017",373,12553,4683,103,3408.82,33.1,0.73,10702,3.1395
"Saturday, September 02, 2017",397,12135,4374,96,4849.82,50.52,1.11,15226,3.1395
"Friday, September 01, 2017",422,11964,4590,93,5633.06,60.57,1.23,17685,3.1395
"Thursday, August 31, 2017",361,12269,4138,108,5440.64,50.38,1.31,17212,3.1636
"Wednesday, August 30, 2017",382,12445,3762,114,5465.53,47.94,1.45,17323,3.1695
"Tuesday, August 29, 2017",467,12784,4299,93,6964.08,74.88,1.62,22026,3.1628
"Monday, August 28, 2017",328,12083,4500,104,3956.64,38.04,0.88,12465,3.1504
"Sunday, August 27, 2017",372,12411,4997,109,3046.57,27.95,0.61,9558,3.1373
"Saturday, August 26, 2017",399,12570,4854,95,3611.39,38.01,0.74,11330,3.1373
"Friday, August 25, 2017",389,12336,4726,83,5441.3,65.56,1.15,17071,3.1373
"Thursday, August 24, 2017",369,11622,3895,98,4943.06,50.44,1.27,15539,3.1436
"Wednesday, August 23, 2017",280,10691,4187,69,2885.69,41.82,0.69,9126,3.1625
"Tuesday, August 22, 2017",374,12068,4377,105,4766.81,45.4,1.09,15025,3.152
"Monday, August 21, 2017",368,12268,4500,94,3897.0,41.46,0.87,12274,3.1496
"Sunday, August 20, 2017",393,12756,5089,103,3285.03,31.89,0.65,10405,3.1674
"Saturday, August 19, 2017",408,12629,4905,112,4760.69,42.51,0.97,15079,3.1674
"Friday, August 18, 2017",415,12219,4861,179,4334.47,24.21,0.89,13729,3.1674
"Thursday, August 17, 2017",425,12192,4232,111,5382.04,48.49,1.27,17018,3.162
"Wednesday, August 16, 2017",367,12150,4297,105,4392.09,41.83,1.02,13926,3.1707
"Tuesday, August 15, 2017",424,12363,4320,120,5886.75,49.06,1.36,18817,3.1965
"Monday, August 14, 2017",368,12449,4548,110,3083.14,28.03,0.68,9805,3.1802
"Sunday, August 13, 2017",351,12448,4951,87,3116.05,35.82,0.63,9900,3.1771
"Saturday, August 12, 2017",450,12699,4800,110,4792.42,43.57,1.0,15226,3.1771
"Friday, August 11, 2017",419,12734,4964,98,4622.77,47.17,0.93,14687,3.1771
"Thursday, August 10, 2017",438,12856,4521,135,5270.61,39.04,1.17,16633,3.1558
"Wednesday, August 09, 2017",359,12228,4414,158,4926.35,31.18,1.12,15451,3.1364
"Tuesday, August 08, 2017",440,12955,4670,123,7055.91,57.37,1.51,22049,3.1249
"Monday, August 07, 2017",440,12562,4908,108,4621.88,42.8,0.94,14448,3.126
"Sunday, August 06, 2017",413,12909,5404,96,3247.16,33.82,0.6,10099,3.1101
"Saturday, August 05, 2017",530,12898,5103,115,6454.78,56.13,1.26,20075,3.1101
"Friday, August 04, 2017",501,12999,5192,130,6470.53,49.77,1.25,20124,3.1101
"Thursday, August 03, 2017",552,13063,4904,129,6990.58,54.19,1.43,21819,3.1212
"Wednesday, August 02, 2017",610,12610,4869,122,6006.39,49.23,1.23,18785,3.1275
"Tuesday, August 01, 2017",365,12030,4272,69,7494.72,108.62,1.75,23400,3.1222
"Monday, July 31, 2017",303,11899,4378,73,3880.7,53.16,0.89,12166,3.135
"Sunday, July 30, 2017",353,12021,4239,92,3257.39,35.41,0.77,10280,3.1559
"Saturday, July 29, 2017",395,11694,3815,85,5378.5,63.28,1.41,16974,3.1559
"Friday, July 28, 2017",379,11673,4160,95,5682.37,59.81,1.37,17933,3.1559
"Thursday, July 27, 2017",477,12522,4306,82,6850.79,83.55,1.59,21580,3.15
"Wednesday, July 26, 2017",396,11067,4188,69,5461.42,79.15,1.3,17263,3.1609
"Tuesday, July 25, 2017",403,12300,4360,73,5462.12,74.82,1.25,17168,3.1431
"Monday, July 24, 2017",347,12240,4522,85,3385.4,39.83,0.75,10621,3.1373
"Sunday, July 23, 2017",348,12011,4219,96,3417.53,35.6,0.81,10634,3.1116
"Saturday, July 22, 2017",386,11920,4138,95,3914.71,41.21,0.95,12181,3.1116
"Friday, July 21, 2017",399,12000,4179,87,4501.54,51.74,1.08,14007,3.1116
"Thursday, July 20, 2017",418,12367,4519,80,4201.33,52.52,0.93,13230,3.149
"Wednesday, July 19, 2017",462,12465,4524,90,6420.59,71.34,1.42,20282,3.1589
"Tuesday, July 18, 2017",537,12669,4679,75,7462.06,99.49,1.59,23651,3.1695
"Monday, July 17, 2017",423,12834,4331,92,4993.55,54.28,1.15,15874,3.1789
"Sunday, July 16, 2017",431,13311,4489,98,4119.52,42.04,0.92,13208,3.2062
"Saturday, July 15, 2017",517,12479,4307,87,6287.51,72.27,1.46,20159,3.2062
"Friday, July 14, 2017",550,12693,4540,114,6608.13,57.97,1.46,21187,3.2062
"Thursday, July 13, 2017",547,12474,4189,65,7501.09,115.4,1.79,24134,3.2174
"Wednesday, July 12, 2017",608,12626,4768,86,9575.43,111.34,2.01,30943,3.2315
"Tuesday, July 11, 2017",620,12766,4940,81,9340.33,115.31,1.89,30513,3.2668
"Monday, July 10, 2017",537,13210,4903,91,5204.27,57.19,1.06,17044,3.275
"Sunday, July 09, 2017",447,12917,4704,97,4041.17,41.66,0.86,13310,3.2936
"Saturday, July 08, 2017",463,13054,4504,88,5091.69,57.86,1.13,16770,3.2936
"Friday, July 07, 2017",456,13249,5114,73,5531.64,75.78,1.08,18219,3.2936
"Thursday, July 06, 2017",469,13919,5434,87,5615.85,64.55,1.03,18566,3.306
"Wednesday, July 05, 2017",446,13398,5388,108,4296.79,39.79,0.8,14240,3.3141
"Tuesday, July 04, 2017",482,13642,5647,103,6416.12,62.29,1.14,21195,3.3034
"Monday, July 03, 2017",387,13815,5724,102,3541.71,34.72,0.62,11756,3.3193
"Sunday, July 02, 2017",428,13975,5559,133,3092.45,23.25,0.56,10189,3.2948
"Saturday, July 01, 2017",438,13722,4774,118,5149.02,43.64,1.08,16965,3.2948
"Friday, June 30, 2017",386,13219,4875,95,4848.55,51.04,0.99,15975,3.2948
"Thursday, June 29, 2017",419,13454,4986,86,3892.07,45.26,0.78,12780,3.2836
"Wednesday, June 28, 2017",353,12319,4704,72,3160.84,43.9,0.67,10457,3.3083
"Tuesday, June 27, 2017",458,13201,5088,97,6534.74,67.37,1.28,21564,3.2999
"Monday, June 26, 2017",357,13402,5231,103,3632.68,35.27,0.69,12099,3.3306
"Sunday, June 25, 2017",400,13670,4942,103,3932.83,38.18,0.8,13127,3.3378
"Saturday, June 24, 2017",422,13263,4835,118,4373.24,37.06,0.9,14597,3.3378
"Friday, June 23, 2017",375,13111,4875,78,4767.51,61.12,0.98,15913,3.3378
"Thursday, June 22, 2017",416,13251,4957,99,4732.22,47.8,0.95,15746,3.3274
"Wednesday, June 21, 2017",438,13683,5068,83,5103.56,61.49,1.01,16953,3.3218
"Tuesday, June 20, 2017",474,13933,5425,95,5887.3,61.97,1.09,19444,3.3027
"Monday, June 19, 2017",420,14361,5761,89,4155.45,46.69,0.72,13713,3.3
"Sunday, June 18, 2017",468,14173,5620,120,3723.21,31.03,0.66,12230,3.2848
"Saturday, June 17, 2017",478,14164,5499,113,5572.94,49.32,1.01,18306,3.2848
"Friday, June 16, 2017",477,14308,5552,172,4882.79,28.39,0.88,16039,3.2848
"Thursday, June 15, 2017",559,15012,5903,138,5979.35,43.33,1.01,19577,3.2741
"Wednesday, June 14, 2017",495,14807,5495,113,6194.37,54.82,1.13,20473,3.3051
"Tuesday, June 13, 2017",513,14598,5932,119,6927.57,58.21,1.17,22879,3.3026
"Monday, June 12, 2017",382,14083,5554,119,4089.73,34.37,0.74,13427,3.2831
"Sunday, June 11, 2017",501,14136,5961,150,4529.69,30.2,0.76,14784,3.2638
"Saturday, June 10, 2017",486,14157,5764,149,5964.52,40.03,1.03,19467,3.2638
"Friday, June 09, 2017",479,14174,5635,192,6761.75,35.22,1.2,22069,3.2638
"Thursday, June 08, 2017",537,14340,5229,384,6461.81,16.83,1.24,21207,3.2819
"Wednesday, June 07, 2017",324,9957,3286,66,4091.34,61.99,1.25,13384,3.2713
"Tuesday, June 06, 2017",351,10858,3488,87,5399.31,62.06,1.55,17801,3.2969
"Monday, June 05, 2017",302,10847,3603,76,3327.71,43.79,0.92,10845,3.259
"Sunday, June 04, 2017",300,11137,3549,104,2911.43,27.99,0.82,9424,3.2369
"Saturday, June 03, 2017",296,10984,3261,82,3952.86,48.21,1.21,12795,3.2369
"Friday, June 02, 2017",326,11216,3453,91,4222.87,46.41,1.22,13669,3.2369
"Thursday, June 01, 2017",277,10881,3694,100,3587.2,35.87,0.97,11554,3.2209
"Wednesday, May 31, 2017",279,11106,3908,85,3835.15,45.12,0.98,12470,3.2515
"Tuesday, May 30, 2017",288,10753,3972,87,3412.6,39.23,0.86,11151,3.2676
"Monday, May 29, 2017",272,10675,4041,87,3267.5,37.56,0.81,10671,3.2658
"Sunday, May 28, 2017",299,11398,4160,98,3015.78,30.77,0.72,9861,3.2698
"Saturday, May 27, 2017",351,11353,3950,93,3712.46,39.92,0.94,12139,3.2698
"Friday, May 26, 2017",386,11031,3844,71,4806.41,67.7,1.25,15716,3.2698
"Thursday, May 25, 2017",311,10424,3566,96,4081.86,42.52,1.14,13344,3.2691
"Wednesday, May 24, 2017",361,10235,3561,82,4883.29,59.55,1.37,15899,3.2558
"Tuesday, May 23, 2017",452,10119,3452,102,5938.91,58.22,1.72,19444,3.274
"Monday, May 22, 2017",288,10331,3524,81,2713.83,33.5,0.77,8938,3.2935
"Sunday, May 21, 2017",332,11060,3639,83,3524.22,42.46,0.97,11736,3.3301
"Saturday, May 20, 2017",339,11331,3561,67,3559.35,53.12,1.0,11853,3.3301
"Friday, May 19, 2017",275,10200,3371,76,3389.69,44.6,1.01,11288,3.3301
"Thursday, May 18, 2017",294,10299,3400,79,3052.41,38.64,0.9,9569,3.1349
"Wednesday, May 17, 2017",231,9280,3178,81,2575.76,31.8,0.81,7981,3.0985
"Tuesday, May 16, 2017",424,9728,3413,49,5162.1,105.35,1.51,16018,3.103
"Monday, May 15, 2017",373,9747,3235,75,3601.31,48.02,1.11,11181,3.1047
"Sunday, May 14, 2017",377,10148,3214,85,3074.99,36.18,0.96,9677,3.147
"Saturday, May 13, 2017",390,9890,3146,70,4155.39,59.36,1.32,13077,3.147
"Friday, May 12, 2017",422,9507,2840,77,4485.86,58.26,1.58,14117,3.147
"Thursday, May 11, 2017",445,10091,2942,71,4355.6,61.35,1.48,13782,3.1642
"Wednesday, May 10, 2017",418,9877,3185,69,4401.09,63.78,1.38,13929,3.1649
"Tuesday, May 09, 2017",432,9863,3348,37,4626.94,125.05,1.38,14759,3.1898
"Monday, May 08, 2017",377,10044,3250,57,2865.56,50.27,0.88,9142,3.1903
"Sunday, May 07, 2017",507,10091,3396,64,4645.91,72.59,1.37,14800,3.1856
"Saturday, May 06, 2017",473,9994,3281,71,5213.46,73.43,1.59,16608,3.1856
"Friday, May 05, 2017",417,9510,3332,58,4221.18,72.78,1.27,13447,3.1856
"Thursday, May 04, 2017",427,9638,3483,58,3918.35,67.56,1.12,12487,3.1868
"Wednesday, May 03, 2017",364,8892,3340,41,4227.8,103.12,1.27,13329,3.1527
"Tuesday, May 02, 2017",378,9536,3544,64,3511.33,54.86,0.99,11126,3.1686
"Monday, May 01, 2017",484,10208,3689,80,3783.53,47.29,1.03,12018,3.1764
"Sunday, April 30, 2017",418,9416,3368,56,3650.04,65.18,1.08,11594,3.1764
"Saturday, April 29, 2017",433,9580,3258,55,3849.01,69.98,1.18,12226,3.1764
"Friday, April 28, 2017",454,9825,3468,70,5331.51,76.16,1.54,16935,3.1764
"Thursday, April 27, 2017",378,9518,3479,68,4028.42,59.24,1.16,12731,3.1603
"Wednesday, April 26, 2017",384,9525,3426,70,3480.48,49.72,1.02,11030,3.1691
